slug,name,ascii_name,province,province_name,latitude,longitude,population,feature_class,feature_code
arcola-east-sk,Arcola East,Arcola East,SK,Saskatchewan,50.43308,-104.53601,33725,P,PPLX
fairview-bc,Fairview,Fairview,BC,British Columbia,49.26305,-123.13212,33620,P,PPLX
surrey-city-centre-bc,Surrey City Centre,Surrey City Centre,BC,British Columbia,49.18542,-122.84659,33520,P,PPLX
campbell-river-bc,Campbell River,Campbell River,BC,British Columbia,50.01634,-125.24459,33430,P,PPL
west-humber-clairville-on,West Humber-Clairville,West Humber-Clairville,ON,Ontario,43.71619,-79.59636,33312,P,PPLX
mount-pleasant-bc,Mount Pleasant,Mount Pleasant,BC,British Columbia,49.26667,-123.1,33000,P,PPLX
mt-pleasant-bc,Mt Pleasant,Mt Pleasant,BC,British Columbia,49.26239,-123.10019,32955,P,PPLX
mount-olive-silverstone-jamestown-on,Mount Olive-Silverstone-Jamestown,Mount Olive-Silverstone-Jamestown,ON,Ontario,43.74687,-79.58726,32954,P,PPLX
lasalle-on,LaSalle,LaSalle,ON,Ontario,42.24481,-83.06095,32721,P,PPL
chestermere-ab,Chestermere,Chestermere,AB,Alberta,51.03341,-113.81867,32255,P,PPL
cochrane-ab,Cochrane,Cochrane,AB,Alberta,51.18341,-114.46871,32199,P,PPL
snowdon-qc,Snowdon,Snowdon,QC,Quebec,45.4859,-73.63103,32160,P,PPLX
lloydminster-ab,Lloydminster,Lloydminster,AB,Alberta,53.27237,-110.02256,31582,P,PPLA2
stratford-on,Stratford,Stratford,ON,Ontario,43.36679,-80.94972,31465,P,PPL
chilliwack-downtown-bc,Chilliwack-Downtown,Chilliwack-Downtown,BC,British Columbia,49.1643,-121.95907,31410,P,PPLX
cote-saint-luc-qc,Côte-Saint-Luc,Cote-Saint-Luc,QC,Quebec,45.46536,-73.66585,31395,P,PPL
church-yonge-corridor-on,Church-Yonge Corridor,Church-Yonge Corridor,ON,Ontario,43.65965,-79.37902,31340,P,PPLX
willoughby-bc,Willoughby,Willoughby,BC,British Columbia,49.12624,-122.67995,31305,P,PPLX
niagara-on,Niagara,Niagara,ON,Ontario,43.64455,-79.40712,31180,P,PPLX
saint-georges-qc,Saint-Georges,Saint-Georges,QC,Quebec,46.11353,-70.66526,31173,P,PPL
orillia-on,Orillia,Orillia,ON,Ontario,44.60868,-79.42068,31166,P,PPL
victoria-fraserview-bc,Victoria-Fraserview,Victoria-Fraserview,BC,British Columbia,49.21667,-123.06667,31065,P,PPL
orangeville-on,Orangeville,Orangeville,ON,Ontario,43.9168,-80.09967,30734,P,PPL
fort-erie-on,Fort Erie,Fort Erie,ON,Ontario,42.90012,-78.93286,30710,P,PPL
annex-on,Annex,Annex,ON,Ontario,43.67159,-79.404,30526,P,PPLX
glenfield-jane-heights-on,Glenfield-Jane Heights,Glenfield-Jane Heights,ON,Ontario,43.74564,-79.51347,30491,P,PPLX
ville-emard-qc,Ville-Émard,Ville-Emard,QC,Quebec,45.44979,-73.6015,30440,P,PPLX
okotoks-ab,Okotoks,Okotoks,AB,Alberta,50.72885,-113.98281,30214,P,PPL
pointe-claire-qc,Pointe-Claire,Pointe-Claire,QC,Quebec,45.44868,-73.81669,30161,P,PPL
bendale-on,Bendale,Bendale,ON,Ontario,43.76681,-79.25326,29960,P,PPLX
desmarchais-crawford-qc,Desmarchais-Crawford,Desmarchais-Crawford,QC,Quebec,45.44554,-73.58163,29688,P,PPLX
north-cowichan-bc,North Cowichan,North Cowichan,BC,British Columbia,48.84133,-123.68596,29676,P,PPL
mount-pleasant-west-on,Mount Pleasant West,Mount Pleasant West,ON,Ontario,43.70444,-79.39336,29658,P,PPLX
alma-qc,Alma,Alma,QC,Quebec,48.55009,-71.6491,29526,P,PPL
killarney-bc,Killarney,Killarney,BC,British Columbia,49.22594,-123.04282,29325,P,PPLX
grandview-woodlands-bc,Grandview-Woodlands,Grandview-Woodlands,BC,British Columbia,49.27738,-123.07079,29175,P,PPLX
agincourt-north-on,Agincourt North,Agincourt North,ON,Ontario,43.80418,-79.27528,29113,P,PPLX
sainte-julie-qc,Sainte-Julie,Sainte-Julie,QC,Quebec,45.58338,-73.33246,29019,P,PPL
west-kelowna-bc,West Kelowna,West Kelowna,BC,British Columbia,49.8625,-119.58333,28793,P,PPL
sept-iles-qc,Sept-Îles,Sept-Iles,QC,Quebec,50.20011,-66.38208,28534,P,PPL
courtenay-bc,Courtenay,Courtenay,BC,British Columbia,49.68657,-124.9936,28420,P,PPL
whitehorse-yt,Whitehorse,Whitehorse,YT,Yukon,60.71611,-135.05375,28201,P,PPLA
fredericton-northside-nb,Fredericton Northside,Fredericton Northside,NB,New Brunswick,45.97594,-66.64117,28167,P,PPLX
wexford-maryvale-on,Wexford/Maryvale,Wexford/Maryvale,ON,Ontario,43.74857,-79.29864,27917,P,PPLX
south-riverdale-on,South Riverdale,South Riverdale,ON,Ontario,43.64929,-79.33565,27876,P,PPLX
marpole-bc,Marpole,Marpole,BC,British Columbia,49.21359,-123.12979,27843,P,PPLX
st-james-assiniboia-east-mb,St. James-Assiniboia East,St. James-Assiniboia East,MB,Manitoba,49.88986,-97.22653,27755,P,PPLX
banbury-don-mills-on,Banbury-Don Mills,Banbury-Don Mills,ON,Ontario,43.73766,-79.34972,27695,P,PPLX
york-university-heights-on,York University Heights,York University Heights,ON,Ontario,43.76574,-79.48888,27593,P,PPLX
port-moody-bc,Port Moody,Port Moody,BC,British Columbia,49.28124,-122.82457,27512,P,PPLA3
tam-o-shanter-sullivan-on,Tam O'Shanter-Sullivan,Tam O'Shanter-Sullivan,ON,Ontario,43.77977,-79.29502,27446,P,PPLX
west-hill-on,West Hill,West Hill,ON,Ontario,43.76737,-79.1795,27392,P,PPLX
saint-constant-qc,Saint-Constant,Saint-Constant,QC,Quebec,45.36678,-73.56588,27359,P,PPL
grimsby-on,Grimsby,Grimsby,ON,Ontario,43.20011,-79.56631,27314,P,PPL
dieppe-nb,Dieppe,Dieppe,NB,New Brunswick,46.07844,-64.68735,27304,P,PPL
conception-bay-south-nl,Conception Bay South,Conception Bay South,NL,Newfoundland and Labrador,47.49989,-52.99806,27168,P,PPL
don-valley-village-on,Don Valley Village,Don Valley Village,ON,Ontario,43.78329,-79.35364,27051,P,PPLX
clairlea-birchmount-on,Clairlea-Birchmount,Clairlea-Birchmount,ON,Ontario,43.71359,-79.28138,26984,P,PPLX
bolton-on,Bolton,Bolton,ON,Ontario,43.87952,-79.73791,26795,P,PPL
milliken-on,Milliken,Milliken,ON,Ontario,43.82499,-79.29872,26572,P,PPLX
boisbriand-qc,Boisbriand,Boisbriand,QC,Quebec,45.61678,-73.83249,26483,P,PPL
westminster-branson-on,Westminster-Branson,Westminster-Branson,ON,Ontario,43.77881,-79.45242,26274,P,PPLX
beltline-ab,Beltline,Beltline,AB,Alberta,51.03951,-114.07087,25880,P,PPLX
bay-street-corridor-on,Bay Street Corridor,Bay Street Corridor,ON,Ontario,43.65751,-79.38572,25797,P,PPLX
vaudreuil-dorion-qc,Vaudreuil-Dorion,Vaudreuil-Dorion,QC,Quebec,45.40008,-74.03251,25789,P,PPL
thetford-mines-qc,Thetford-Mines,Thetford-Mines,QC,Quebec,46.09371,-71.30539,25704,P,PPL
centretown-on,Centretown,Centretown,ON,Ontario,45.41534,-75.69639,25687,P,PPLX
walnut-grove-bc,Walnut Grove,Walnut Grove,BC,British Columbia,49.16473,-122.64042,25683,P,PPL
coquitlam-west-bc,Coquitlam West,Coquitlam West,BC,British Columbia,49.25702,-122.87883,25656,P,PPLX
downtown-halifax-ns,Downtown Halifax,Downtown Halifax,NS,Nova Scotia,44.64826,-63.57762,25555,P,PPLX
val-d-or-qc,Val-d'Or,Val-d'Or,QC,Quebec,48.0974,-77.79737,25541,P,PPL
panorama-hills-ab,Panorama Hills,Panorama Hills,AB,Alberta,51.15286,-114.081,25535,P,PPLX
prince-edward-on,Prince Edward,Prince Edward,ON,Ontario,44.00012,-77.24946,25496,P,PPL
sainte-therese-qc,Sainte-Thérèse,Sainte-Therese,QC,Quebec,45.63922,-73.82757,25224,P,PPL
steveston-bc,Steveston,Steveston,BC,British Columbia,49.12714,-123.18137,25220,P,PPLX
stonegate-queensway-on,Stonegate-Queensway,Stonegate-Queensway,ON,Ontario,43.63552,-79.50113,25051,P,PPLX
dorset-park-on,Dorset Park,Dorset Park,ON,Ontario,43.75386,-79.28215,25003,P,PPLX
brooklin-on,Brooklin,Brooklin,ON,Ontario,43.95833,-78.95972,25000,P,PPL
fallingbrook-on,Fallingbrook,Fallingbrook,ON,Ontario,45.47558,-75.48401,25000,P,PPL
fraser-heights-bc,Fraser Heights,Fraser Heights,BC,British Columbia,49.2,-122.78333,25000,P,PPLX
south-granville-bc,South Granville,South Granville,BC,British Columbia,49.2602,-123.13946,24820,P,PPLX
alta-vista-on,Alta Vista,Alta Vista,ON,Ontario,45.38639,-75.65806,24726,P,PPLX
steeles-on,Steeles,Steeles,ON,Ontario,43.81205,-79.33082,24623,P,PPLX
bridlewood-on,Bridlewood,Bridlewood,ON,Ontario,45.28522,-75.8569,24400,P,PPL
waterdown-on,Waterdown,Waterdown,ON,Ontario,43.33341,-79.88293,24400,P,PPL
saint-bruno-de-montarville-qc,Saint-Bruno-de-Montarville,Saint-Bruno-de-Montarville,QC,Quebec,45.53341,-73.34916,24388,P,PPL
saddle-ridge-ab,Saddle Ridge,Saddle Ridge,AB,Alberta,51.13262,-113.94676,24365,P,PPLX
midland-on,Midland,Midland,ON,Ontario,44.7501,-79.88296,24353,P,PPL
coquitlam-town-centre-bc,Coquitlam Town Centre,Coquitlam Town Centre,BC,British Columbia,49.27697,-122.79669,24282,P,PPLX
chinatown-bc,Chinatown,Chinatown,BC,British Columbia,49.27997,-123.10556,24000,P,PPLX
east-gwillimbury-on,East Gwillimbury,East Gwillimbury,ON,Ontario,44.10087,-79.43785,23991,P,PPL
mile-end-qc,Mile End,Mile End,QC,Quebec,45.5237,-73.59631,23977,P,PPLX
outremont-qc,Outremont,Outremont,QC,Quebec,45.51564,-73.60865,23954,P,PPLX
high-park-swansea-on,High Park-Swansea,High Park-Swansea,ON,Ontario,43.64506,-79.46787,23925,P,PPLX
brockville-on,Brockville,Brockville,ON,Ontario,44.59132,-75.68705,23886,P,PPL
strathroy-on,Strathroy,Strathroy,ON,Ontario,42.9551,-81.62232,23871,P,PPL
newtonbrook-west-on,Newtonbrook West,Newtonbrook West,ON,Ontario,43.78583,-79.43142,23831,P,PPLX
squamish-bc,Squamish,Squamish,BC,British Columbia,49.69925,-123.15631,23819,P,PPL
agincourt-south-malvern-west-on,Agincourt South-Malvern West,Agincourt South-Malvern West,ON,Ontario,43.78866,-79.26561,23757,P,PPLX
white-rock-bc,White Rock,White Rock,BC,British Columbia,49.02049,-122.79507,23670,P,PPL
rouyn-noranda-qc,Rouyn-Noranda,Rouyn-Noranda,QC,Quebec,48.23656,-79.02311,23504,P,PPL
la-prairie-qc,La Prairie,La Prairie,QC,Quebec,45.41678,-73.49917,23357,P,PPL
bedford-park-nortown-on,Bedford Park-Nortown,Bedford Park-Nortown,ON,Ontario,43.73149,-79.42023,23236,P,PPLX
tecumseh-on,Tecumseh,Tecumseh,ON,Ontario,42.316,-82.884,23229,P,PPL
broadmoor-bc,Broadmoor,Broadmoor,BC,British Columbia,49.15,-123.13333,23050,P,PPLX
ladner-bc,Ladner,Ladner,BC,British Columbia,49.08938,-123.08241,23016,P,PPLX
paradise-nl,Paradise,Paradise,NL,Newfoundland and Labrador,47.52909,-52.88136,22957,P,PPL
cariboo-bc,Cariboo,Cariboo,BC,British Columbia,49.25,-122.88333,22780,P,PPLX
eglinton-east-on,Eglinton East,Eglinton East,ON,Ontario,43.73917,-79.24576,22776,P,PPLX
halifax-west-end-ns,Halifax West End,Halifax West End,NS,Nova Scotia,44.6486,-63.61946,22664,P,PPLX
vedder-crossing-bc,Vedder Crossing,Vedder Crossing,BC,British Columbia,49.1,-121.96667,22620,P,PPLX
chambly-qc,Chambly,Chambly,QC,Quebec,45.45008,-73.28246,22608,P,PPL
riley-park-bc,Riley Park,Riley Park,BC,British Columbia,49.24303,-123.09319,22555,P,PPL
mount-pearl-nl,Mount Pearl,Mount Pearl,NL,Newfoundland and Labrador,47.51659,-52.78135,22477,P,PPL
englemount-lawrence-on,Englemount-Lawrence,Englemount-Lawrence,ON,Ontario,43.72035,-79.43741,22372,P,PPLX
edmonds-bc,Edmonds,Edmonds,BC,British Columbia,49.21392,-122.93992,22318,P,PPLX
birchcliffe-cliffside-on,Birchcliffe-Cliffside,Birchcliffe-Cliffside,ON,Ontario,43.69468,-79.26509,22291,P,PPLX
rockcliffe-smythe-on,Rockcliffe-Smythe,Rockcliffe-Smythe,ON,Ontario,43.67479,-79.49442,22246,P,PPLX
duncan-bc,Duncan,Duncan,BC,British Columbia,48.78293,-123.70266,22199,P,PPL
high-park-north-on,High Park North,High Park North,ON,Ontario,43.65626,-79.47454,22162,P,PPLX
willowridge-martingrove-richview-on,Willowridge-Martingrove-Richview,Willowridge-Martingrove-Richview,ON,Ontario,43.68364,-79.55422,22156,P,PPLX
kingsville-on,Kingsville,Kingsville,ON,Ontario,42.10009,-82.73312,22119,P,PPL
kingsview-village-the-westway-on,Kingsview Village-The Westway,Kingsview Village-The Westway,ON,Ontario,43.69899,-79.54786,22000,P,PPLX
flemingdon-park-on,Flemingdon Park,Flemingdon Park,ON,Ontario,43.71806,-79.33222,21933,P,PPLX
south-parkdale-on,South Parkdale,South Parkdale,ON,Ontario,43.6367,-79.43934,21849,P,PPLX
collingwood-on,Collingwood,Collingwood,ON,Ontario,44.4834,-80.21638,21793,P,PPL
black-creek-on,Black Creek,Black Creek,ON,Ontario,43.76489,-79.52198,21737,P,PPLX
tsawwassen-bc,Tsawwassen,Tsawwassen,BC,British Columbia,49.01667,-123.08333,21588,P,PPLX
the-beaches-on,The Beaches,The Beaches,ON,Ontario,43.67372,-79.29539,21567,P,PPLX
baie-comeau-qc,Baie-Comeau,Baie-Comeau,QC,Quebec,49.21679,-68.14894,21536,P,PPL
bedford-ns,Bedford,Bedford,NS,Nova Scotia,44.72552,-63.66732,21474,P,PPL
fort-st-john-bc,Fort St. John,Fort St. John,BC,British Columbia,56.24988,-120.85292,21465,P,PPL
bayview-village-on,Bayview Village,Bayview Village,ON,Ontario,43.77639,-79.38028,21396,P,PPLX
east-end-danforth-on,East End-Danforth,East End-Danforth,ON,Ontario,43.68417,-79.29936,21381,P,PPLX
owen-sound-on,Owen Sound,Owen Sound,ON,Ontario,44.56717,-80.94349,21341,P,PPL
gordon-head-bc,Gordon Head,Gordon Head,BC,British Columbia,48.48333,-123.31667,21270,P,PPLX
dunbar-southlands-bc,Dunbar-Southlands,Dunbar-Southlands,BC,British Columbia,49.24217,-123.1884,21245,P,PPLX
oakwood-village-on,Oakwood Village,Oakwood Village,ON,Ontario,43.68278,-79.43833,21210,P,PPLX
uxbridge-on,Uxbridge,Uxbridge,ON,Ontario,44.10012,-79.11628,21176,P,PPL
thorncliffe-park-on,Thorncliffe Park,Thorncliffe Park,ON,Ontario,43.70775,-79.34998,21108,P,PPLX
townline-bc,Townline,Townline,BC,British Columbia,49.06206,-122.36008,21095,P,PPLX
haney-bc,Haney,Haney,BC,British Columbia,49.21667,-122.6,21041,P,PPLX
keswick-on,Keswick,Keswick,ON,Ontario,44.25011,-79.46632,21000,P,PPLX
varennes-qc,Varennes,Varennes,QC,Quebec,45.68338,-73.43246,20994,P,PPL
rosedale-moore-park-on,Rosedale-Moore Park,Rosedale-Moore Park,ON,Ontario,43.68282,-79.37967,20923,P,PPLX
cranston-ab,Cranston,Cranston,AB,Alberta,50.88852,-113.98144,20850,P,PPLX
clarence-rockland-on,Clarence-Rockland,Clarence-Rockland,ON,Ontario,45.5501,-75.29101,20790,P,PPL
evergreen-ab,Evergreen,Evergreen,AB,Alberta,50.92917,-114.1,20780,P,PPLX
fergus-on,Fergus,Fergus,ON,Ontario,43.70604,-80.37761,20767,P,PPL
port-alberni-bc,Port Alberni,Port Alberni,BC,British Columbia,49.24133,-124.8028,20712,P,PPL
wasaga-beach-on,Wasaga Beach,Wasaga Beach,ON,Ontario,44.5168,-80.01637,20675,P,PPL
riverview-nb,Riverview,Riverview,NB,New Brunswick,46.05455,-64.81597,20584,P,PPL
renfrew-heights-bc,Renfrew Heights,Renfrew Heights,BC,British Columbia,49.25448,-123.03159,20570,P,PPLX
moss-park-on,Moss Park,Moss Park,ON,Ontario,43.65498,-79.37153,20506,P,PPLX
westmount-qc,Westmount,Westmount,QC,Quebec,45.48341,-73.59918,20494,P,PPL
kirkland-qc,Kirkland,Kirkland,QC,Quebec,45.45008,-73.86586,20491,P,PPL
ile-des-soeurs-qc,Ile-des-Soeurs,Ile-des-Soeurs,QC,Quebec,45.46033,-73.54817,20461,P,PPLX
camrose-ab,Camrose,Camrose,AB,Alberta,53.01684,-112.83525,20405,P,PPL
lindsay-on,Lindsay,Lindsay,ON,Ontario,44.35012,-78.73286,20354,P,PPL
yellowknife-nt,Yellowknife,Yellowknife,NT,Northwest Territories,62.45411,-114.37248,20340,P,PPLA
cranbrook-bc,Cranbrook,Cranbrook,BC,British Columbia,49.49991,-115.76879,20047,P,PPL
templeton-est-qc,Templeton-Est,Templeton-Est,QC,Quebec,45.49389,-75.58833,20000,P,PPLX
woodlawn-ns,Woodlawn,Woodlawn,NS,Nova Scotia,44.67747,-63.52733,20000,P,PPLX
saint-lazare-qc,Saint-Lazare,Saint-Lazare,QC,Quebec,45.40008,-74.13256,19889,P,PPL
l-ile-bizard-sainte-genevieve-qc,L'Île-Bizard–Sainte-Geneviève,L'Ile-Bizard-Sainte-Genevieve,QC,Quebec,45.49391,-73.8956,19857,P,PPLA4
huntsville-on,Huntsville,Huntsville,ON,Ontario,45.33341,-79.21632,19816,P,PPL
terrace-bc,Terrace,Terrace,BC,British Columbia,54.51634,-128.60345,19443,P,PPL
north-battleford-sk,North Battleford,North Battleford,SK,Saskatchewan,52.77972,-108.2967,19440,P,PPL
salmon-arm-bc,Salmon Arm,Salmon Arm,BC,British Columbia,50.69981,-119.26907,19432,P,PPL
corner-brook-nl,Corner Brook,Corner Brook,NL,Newfoundland and Labrador,48.95001,-57.95202,19316,P,PPL
beaconsfield-qc,Beaconsfield,Beaconsfield,QC,Quebec,45.43341,-73.86586,19194,P,PPL
dorval-qc,Dorval,Dorval,QC,Quebec,45.4473,-73.75335,18980,P,PPL
mont-royal-qc,Mont-Royal,Mont-Royal,QC,Quebec,45.51675,-73.64918,18933,P,PPL
beloeil-qc,Beloeil,Beloeil,QC,Quebec,45.56839,-73.20568,18927,P,PPL
alliston-on,Alliston,Alliston,ON,Ontario,44.15011,-79.86635,18809,P,PPL
thorold-on,Thorold,Thorold,ON,Ontario,43.11682,-79.19958,18801,P,PPL
quispamsis-nb,Quispamsis,Quispamsis,NB,New Brunswick,45.42135,-65.95127,18768,P,PPL
new-glasgow-ns,New Glasgow,New Glasgow,NS,Nova Scotia,45.58344,-62.64863,18665,P,PPL
tillsonburg-on,Tillsonburg,Tillsonburg,ON,Ontario,42.85986,-80.72617,18615,P,PPL
riviere-du-loup-qc,Rivière-du-Loup,Riviere-du-Loup,QC,Quebec,47.82699,-69.54243,18586,P,PPL
pitt-meadows-bc,Pitt Meadows,Pitt Meadows,BC,British Columbia,49.22119,-122.68965,18573,P,PPL
port-colborne-on,Port Colborne,Port Colborne,ON,Ontario,42.90012,-79.23288,18306,P,PPL
cobourg-on,Cobourg,Cobourg,ON,Ontario,43.95977,-78.16515,18099,P,PPL
oak-bay-bc,Oak Bay,Oak Bay,BC,British Columbia,48.44964,-123.3026,18015,P,PPL
stony-plain-ab,Stony Plain,Stony Plain,AB,Alberta,53.53343,-114.00205,17993,P,PPL
amos-qc,Amos,Amos,QC,Quebec,48.56688,-78.11624,17918,P,PPL
esquimalt-bc,Esquimalt,Esquimalt,BC,British Columbia,48.43569,-123.41174,17655,P,PPL
miramichi-nb,Miramichi,Miramichi,NB,New Brunswick,47.02895,-65.50186,17537,P,PPL
niagara-on-the-lake-on,Niagara-on-the-Lake,Niagara-on-the-Lake,ON,Ontario,43.25655,-79.08527,17511,P,PPL
lafleche-qc,Laflèche,Lafleche,QC,Quebec,45.50008,-73.46587,17499,P,PPL
sylvan-lake-ab,Sylvan Lake,Sylvan Lake,AB,Alberta,52.311,-114.08375,17477,P,PPL
saint-lin-laurentides-qc,Saint-Lin-Laurentides,Saint-Lin-Laurentides,QC,Quebec,45.85008,-73.76588,17463,P,PPL
valley-east-on,Valley East,Valley East,ON,Ontario,46.64499,-80.9973,17451,P,PPL
deux-montagnes-qc,Deux-Montagnes,Deux-Montagnes,QC,Quebec,45.53455,-73.90168,17402,P,PPL
les-coteaux-qc,Les Coteaux,Les Coteaux,QC,Quebec,45.28338,-74.23254,17396,P,PPL
central-saanich-bc,Central Saanich,Central Saanich,BC,British Columbia,48.56634,-123.41932,17385,P,PPL
saint-augustin-de-desmaures-qc,Saint-Augustin-de-Desmaures,Saint-Augustin-de-Desmaures,QC,Quebec,46.74064,-71.45131,17281,P,PPL
petawawa-on,Petawawa,Petawawa,ON,Ontario,45.89452,-77.28007,17187,P,PPL
vanier-on,Vanier,Vanier,ON,Ontario,45.4399,-75.66498,17000,P,PPL
glace-bay-ns,Glace Bay,Glace Bay,NS,Nova Scotia,46.19695,-59.95698,16915,P,PPL
colwood-bc,Colwood,Colwood,BC,British Columbia,48.43293,-123.48591,16859,P,PPL
sainte-catherine-qc,Sainte-Catherine,Sainte-Catherine,QC,Quebec,45.40008,-73.58248,16762,P,PPL
greenfield-park-qc,Greenfield Park,Greenfield Park,QC,Quebec,45.48649,-73.46223,16733,P,PPL
buckingham-qc,Buckingham,Buckingham,QC,Quebec,45.58563,-75.4208,16685,P,PPL
swift-current-sk,Swift Current,Swift Current,SK,Saskatchewan,50.28337,-107.80135,16604,P,PPL
edmundston-nb,Edmundston,Edmundston,NB,New Brunswick,47.3737,-68.32512,16580,P,PPL
l-ancienne-lorette-qc,L'Ancienne-Lorette,L'Ancienne-Lorette,QC,Quebec,46.79392,-71.35191,16516,P,PPL
yorkton-sk,Yorkton,Yorkton,SK,Saskatchewan,51.2167,-102.46766,16343,P,PPL
lutes-mountain-nb,Lutes Mountain,Lutes Mountain,NB,New Brunswick,46.13544,-64.90504,16311,P,PPL
bracebridge-on,Bracebridge,Bracebridge,ON,Ontario,45.03341,-79.31633,16010,P,PPL
candiac-qc,Candiac,Candiac,QC,Quebec,45.38338,-73.51587,15947,P,PPL
l-assomption-qc,L'Assomption,L'Assomption,QC,Quebec,45.82318,-73.4294,15906,P,PPL
greater-napanee-on,Greater Napanee,Greater Napanee,ON,Ontario,44.25012,-76.94944,15892,P,PPL
steinbach-mb,Steinbach,Steinbach,MB,Manitoba,49.52579,-96.68451,15829,P,PPL
lake-country-bc,Lake Country,Lake Country,BC,British Columbia,50.0088,-119.39672,15817,P,PPL
mont-saint-hilaire-qc,Mont-Saint-Hilaire,Mont-Saint-Hilaire,QC,Quebec,45.56515,-73.1868,15720,P,PPL
saint-basile-le-grand-qc,Saint-Basile-le-Grand,Saint-Basile-le-Grand,QC,Quebec,45.53338,-73.28246,15605,P,PPL
leduc-ab,Leduc,Leduc,AB,Alberta,53.26682,-113.55201,15561,P,PPL
magog-qc,Magog,Magog,QC,Quebec,45.26678,-72.14909,15550,P,PPL
saint-charles-borromee-qc,Saint-Charles-Borromée,Saint-Charles-Borromee,QC,Quebec,46.05007,-73.46586,15285,P,PPL
saint-john-west-nb,Saint John West,Saint John West,NB,New Brunswick,45.25937,-66.07776,15255,P,PPL
saint-vincent-de-paul-qc,Saint-Vincent-de-Paul,Saint-Vincent-de-Paul,QC,Quebec,45.61678,-73.64918,15194,P,PPL
kenora-on,Kenora,Kenora,ON,Ontario,49.76741,-94.48985,15096,P,PPL
sooke-bc,Sooke,Sooke,BC,British Columbia,48.37463,-123.72762,15086,P,PPL
le-plateau-qc,Le Plateau,Le Plateau,QC,Quebec,45.43514,-75.7803,15000,P,PPL
fort-saskatchewan-ab,Fort Saskatchewan,Fort Saskatchewan,AB,Alberta,53.69814,-113.21382,14957,P,PPL
burquitlam-bc,Burquitlam,Burquitlam,BC,British Columbia,49.26667,-122.88333,14896,P,PPL
summerside-pe,Summerside,Summerside,PE,Prince Edward Island,46.3912,-63.78869,14829,P,PPL
gaspe-qc,Gaspé,Gaspe,QC,Quebec,48.83341,-64.48194,14819,P,PPL
matane-qc,Matane,Matane,QC,Quebec,48.82857,-67.52197,14812,P,PPL
comox-bc,Comox,Comox,BC,British Columbia,49.68294,-124.93613,14806,P,PPL
mississippi-mills-on,Mississippi Mills,Mississippi Mills,ON,Ontario,45.23341,-76.19939,14740,P,PPL
prince-rupert-bc,Prince Rupert,Prince Rupert,BC,British Columbia,54.31507,-130.32098,14708,P,PPL
west-nipissing-on,West Nipissing,West Nipissing,ON,Ontario,46.37157,-79.92451,14583,P,PPL
saint-john-east-nb,Saint John East,Saint John East,NB,New Brunswick,45.2878,-66.04066,14579,P,PPL
rayside-balfour-on,Rayside-Balfour,Rayside-Balfour,ON,Ontario,46.60873,-81.20763,14557,P,PPL
tantramar-nb,Tantramar,Tantramar,NB,New Brunswick,45.93365,-64.39984,14545,P,PPL
brooks-ab,Brooks,Brooks,AB,Alberta,50.58341,-111.88509,14451,P,PPL
belle-baie-nb,Belle-Baie,Belle-Baie,NB,New Brunswick,47.76532,-65.74496,14335,P,PPL
high-river-ab,High River,High River,AB,Alberta,50.58341,-113.86867,14324,P,PPL
lacombe-ab,Lacombe,Lacombe,AB,Alberta,52.46681,-113.7353,14258,P,PPL
blossom-park-on,Blossom Park,Blossom Park,ON,Ontario,45.34889,-75.62667,14190,P,PPL
rosemere-qc,Rosemère,Rosemere,QC,Quebec,45.63338,-73.79919,14173,P,PPL
williams-lake-bc,Williams Lake,Williams Lake,BC,British Columbia,52.14153,-122.14451,14168,P,PPL
sainte-monique-qc,Sainte-Monique,Sainte-Monique,QC,Quebec,48.73339,-71.84911,14150,P,PPL
duvernay-est-qc,Duvernay-Est,Duvernay-Est,QC,Quebec,45.65476,-73.60514,14000,P,PPL
canmore-ab,Canmore,Canmore,AB,Alberta,51.08335,-115.35206,13992,P,PPL
simcoe-on,Simcoe,Simcoe,ON,Ontario,42.8334,-80.29967,13922,P,PPL
amherstburg-on,Amherstburg,Amherstburg,ON,Ontario,42.10009,-83.09985,13910,P,PPL
pembroke-on,Pembroke,Pembroke,ON,Ontario,45.81681,-77.11616,13882,P,PPL
grand-falls-windsor-nl,Grand Falls-Windsor,Grand Falls-Windsor,NL,Newfoundland and Labrador,48.93324,-55.66492,13853,P,PPL
ingersoll-on,Ingersoll,Ingersoll,ON,Ontario,43.03339,-80.88302,13693,P,PPL
thompson-mb,Thompson,Thompson,MB,Manitoba,55.7435,-97.85579,13678,P,PPL
new-hamburg-on,New Hamburg,New Hamburg,ON,Ontario,43.38339,-80.6997,13595,P,PPL
strathmore-ab,Strathmore,Strathmore,AB,Alberta,51.05011,-113.38523,13592,P,PPL
sainte-marie-qc,Sainte-Marie,Sainte-Marie,QC,Quebec,46.43401,-71.01168,13565,P,PPL
mont-laurier-qc,Mont-Laurier,Mont-Laurier,QC,Quebec,46.55011,-75.4993,13405,P,PPL
portage-la-prairie-mb,Portage la Prairie,Portage la Prairie,MB,Manitoba,49.97282,-98.29263,13304,P,PPL
powell-river-bc,Powell River,Powell River,BC,British Columbia,49.83278,-124.52368,13157,P,PPL
north-perth-on,North Perth,North Perth,ON,Ontario,43.7251,-80.96723,13130,P,PPL
truro-ns,Truro,Truro,NS,Nova Scotia,45.36685,-63.26538,12954,P,PPL
