slug,name,ascii_name,province,province_name,latitude,longitude,population,feature_class,feature_code
piedmont-qc,Piedmont,Piedmont,QC,Quebec,45.90008,-74.13251,2721,P,PPL
markstay-warren-on,Markstay-Warren,Markstay-Warren,ON,Ontario,46.46678,-80.483,2708,P,PPL
saint-leonard-nb,Saint-Léonard,Saint-Leonard,NB,New Brunswick,47.16317,-67.9246,2700,P,PPL
williamsville-on,Williamsville,Williamsville,ON,Ontario,44.23839,-76.49897,2695,P,PPL
bedford-qc,Bedford,Bedford,QC,Quebec,45.11678,-72.98244,2684,P,PPL
seaforth-on,Seaforth,Seaforth,ON,Ontario,43.55009,-81.39976,2680,P,PPL
bonaventure-qc,Bonaventure,Bonaventure,QC,Quebec,48.04573,-65.49259,2673,P,PPL
ingonish-ns,Ingonish,Ingonish,NS,Nova Scotia,46.70014,-60.36516,2673,P,PPL
sundre-ab,Sundre,Sundre,AB,Alberta,51.8001,-114.63532,2672,P,PPL
coalhurst-ab,Coalhurst,Coalhurst,AB,Alberta,49.7464,-112.93246,2668,P,PPL
kuujjuaq-qc,Kuujjuaq,Kuujjuaq,QC,Quebec,58.10732,-68.39968,2668,P,PPL
cap-sante-qc,Cap-Santé,Cap-Sante,QC,Quebec,46.67159,-71.78812,2666,P,PPL
mount-brydges-on,Mount Brydges,Mount Brydges,ON,Ontario,42.90009,-81.48306,2656,P,PPLL
adstock-qc,Adstock,Adstock,QC,Quebec,46.05007,-71.08235,2643,P,PPL
maple-bay-bc,Maple Bay,Maple Bay,BC,British Columbia,48.81633,-123.61936,2640,P,PPL
saint-bruno-qc,Saint-Bruno,Saint-Bruno,QC,Quebec,48.46679,-71.6491,2636,P,PPL
westmorland-heights-nb,Westmorland Heights,Westmorland Heights,NB,New Brunswick,45.29198,-66.04228,2635,P,PPL
st-peter-s-ns,St. Peter's,St. Peter's,NS,Nova Scotia,45.65659,-60.87421,2634,P,PPL
spaniard-s-bay-nl,Spaniard's Bay,Spaniard's Bay,NL,Newfoundland and Labrador,47.61659,-53.28138,2630,P,PPL
elmvale-acres-on,Elmvale Acres,Elmvale Acres,ON,Ontario,45.39651,-75.63212,2627,P,PPL
thamesford-on,Thamesford,Thamesford,ON,Ontario,43.0571,-80.99876,2622,P,PPL
fort-nelson-bc,Fort Nelson,Fort Nelson,BC,British Columbia,58.80533,-122.7002,2611,P,PPL
turner-valley-ab,Turner Valley,Turner Valley,AB,Alberta,50.66681,-114.2853,2611,P,PPL
woodhaven-court-nb,Woodhaven Court,Woodhaven Court,NB,New Brunswick,46.11667,-64.86667,2608,P,PPL
grand-manan-nb,Grand Manan,Grand Manan,NB,New Brunswick,44.69824,-66.82109,2595,P,PPL
chetwynd-bc,Chetwynd,Chetwynd,BC,British Columbia,55.69988,-121.63627,2587,P,PPL
elkford-bc,Elkford,Elkford,BC,British Columbia,50.01529,-114.92348,2585,P,PPL
shippagan-nb,Shippagan,Shippagan,NB,New Brunswick,47.74424,-64.70804,2580,P,PPL
osgoode-on,Osgoode,Osgoode,ON,Ontario,45.14887,-75.59778,2578,P,PPLA4
saint-joseph-qc,Saint-Joseph,Saint-Joseph,QC,Quebec,45.95817,-73.22025,2576,P,PPL
pemberton-bc,Pemberton,Pemberton,BC,British Columbia,50.31641,-122.80273,2574,P,PPL
rimbey-ab,Rimbey,Rimbey,AB,Alberta,52.6334,-114.23532,2567,P,PPL
harrow-on,Harrow,Harrow,ON,Ontario,42.03339,-82.91654,2562,P,PPL
grimshaw-ab,Grimshaw,Grimshaw,AB,Alberta,56.18339,-117.6027,2560,P,PPL
southern-victoria-nb,Southern Victoria,Southern Victoria,NB,New Brunswick,46.77378,-67.72136,2550,P,PPL
liverpool-ns,Liverpool,Liverpool,NS,Nova Scotia,44.03639,-64.72044,2546,P,PPL
fort-smith-nt,Fort Smith,Fort Smith,NT,Northwest Territories,60.00439,-111.88871,2542,P,PPL
lucan-on,Lucan,Lucan,ON,Ontario,43.18339,-81.39976,2541,P,PPL
saint-anselme-qc,Saint-Anselme,Saint-Anselme,QC,Quebec,46.62922,-70.9734,2541,P,PPL
waverley-ns,Waverley,Waverley,NS,Nova Scotia,44.78345,-63.5987,2541,P,PPL
sainte-martine-qc,Sainte-Martine,Sainte-Martine,QC,Quebec,45.25008,-73.79919,2535,P,PPL
delaware-on,Delaware,Delaware,ON,Ontario,42.91679,-81.41646,2521,P,PPLL
westridge-bc,Westridge,Westridge,BC,British Columbia,49.28333,-122.95,2521,P,PPL
tam-o-shanter-ridge-ns,Tam O'Shanter Ridge,Tam O'Shanter Ridge,NS,Nova Scotia,44.68904,-63.52681,2519,P,PPL
tofino-bc,Tofino,Tofino,BC,British Columbia,49.15314,-125.90744,2516,P,PPL
grand-bouctouche-nb,Grand-Bouctouche,Grand-Bouctouche,NB,New Brunswick,46.48888,-64.71034,2513,P,PPL
crossfield-ab,Crossfield,Crossfield,AB,Alberta,51.43341,-114.03528,2512,P,PPL
lincoln-nb,Lincoln,Lincoln,NB,New Brunswick,45.90012,-66.58218,2504,P,PPL
moosomin-sk,Moosomin,Moosomin,SK,Saskatchewan,50.14261,-101.66666,2485,P,PPL
lac-lapierre-qc,Lac-Lapierre,Lac-Lapierre,QC,Quebec,45.89837,-73.77308,2480,P,PPL
thurso-qc,Thurso,Thurso,QC,Quebec,45.6001,-75.24931,2476,P,PPL
unity-sk,Unity,Unity,SK,Saskatchewan,52.45014,-109.16816,2475,P,PPL
chase-bc,Chase,Chase,BC,British Columbia,50.8165,-119.68571,2471,P,PPL
holyrood-nl,Holyrood,Holyrood,NL,Newfoundland and Labrador,47.38319,-53.13137,2471,P,PPL
sexsmith-ab,Sexsmith,Sexsmith,AB,Alberta,55.34998,-118.78602,2461,P,PPL
saint-raphael-qc,Saint-Raphaël,Saint-Raphael,QC,Quebec,46.796,-70.75576,2458,P,PPL
fox-creek-ab,Fox Creek,Fox Creek,AB,Alberta,54.40007,-116.80238,2457,P,PPL
berwick-ns,Berwick,Berwick,NS,Nova Scotia,45.05015,-64.73208,2455,P,PPL
tumbler-ridge-bc,Tumbler Ridge,Tumbler Ridge,BC,British Columbia,55.13027,-120.99415,2454,P,PPL
valcourt-qc,Valcourt,Valcourt,QC,Quebec,45.50008,-72.31581,2451,P,PPL
lakeland-ridges-nb,Lakeland Ridges,Lakeland Ridges,NB,New Brunswick,45.97149,-67.48985,2450,P,PPL
minnedosa-mb,Minnedosa,Minnedosa,MB,Manitoba,50.24532,-99.84364,2449,P,PPL
saint-lambert-de-lauzon-qc,Saint-Lambert-de-Lauzon,Saint-Lambert-de-Lauzon,QC,Quebec,46.58624,-71.20892,2443,P,PPL
cap-pele-nb,Cap-Pele,Cap-Pele,NB,New Brunswick,46.21294,-64.27844,2441,P,PPL
forest-on,Forest,Forest,ON,Ontario,43.10008,-81.9998,2429,P,PPL
betsiamites-qc,Betsiamites,Betsiamites,QC,Quebec,48.94133,-68.64601,2428,P,PPL
ange-gardien-qc,Ange-Gardien,Ange-Gardien,QC,Quebec,45.35008,-72.93244,2420,P,PPL
langdale-bc,Langdale,Langdale,BC,British Columbia,49.43386,-123.4798,2407,P,PPL
trenton-ns,Trenton,Trenton,NS,Nova Scotia,45.61548,-62.63743,2407,P,PPL
reserve-mines-ns,Reserve Mines,Reserve Mines,NS,Nova Scotia,46.18033,-60.01962,2402,P,PPL
river-john-ns,River John,River John,NS,Nova Scotia,45.75015,-63.04866,2399,P,PPL
lunenburg-ns,Lunenburg,Lunenburg,NS,Nova Scotia,44.37847,-64.31658,2396,P,PPL
winchester-on,Winchester,Winchester,ON,Ontario,45.0834,-75.34933,2394,P,PPL
assiniboia-sk,Assiniboia,Assiniboia,SK,Saskatchewan,49.63336,-105.98446,2389,P,PPL
clearwater-bc,Clearwater,Clearwater,BC,British Columbia,51.64061,-120.02769,2388,P,PPL
salisbury-nb,Salisbury,Salisbury,NB,New Brunswick,46.03905,-65.04628,2387,P,PPL
blind-bay-bc,Blind Bay,Blind Bay,BC,British Columbia,50.88311,-119.38569,2369,P,PPL
lake-echo-ns,Lake Echo,Lake Echo,NS,Nova Scotia,44.73345,-63.38198,2365,P,PPL
logy-bay-middle-cove-outer-cove-nl,Logy Bay-Middle Cove-Outer Cove,Logy Bay-Middle Cove-Outer Cove,NL,Newfoundland and Labrador,47.63319,-52.68134,2364,P,PPL
killarney-mb,Killarney,Killarney,MB,Manitoba,49.18332,-99.66364,2362,P,PPL
bouctouche-nb,Bouctouche,Bouctouche,NB,New Brunswick,46.46844,-64.73905,2361,P,PPL
saint-marc-des-carrieres-qc,Saint-Marc-des-Carrières,Saint-Marc-des-Carrieres,QC,Quebec,46.68335,-72.0491,2358,P,PPL
chester-ns,Chester,Chester,NS,Nova Scotia,44.54225,-64.23891,2348,P,PPL
wyoming-on,Wyoming,Wyoming,ON,Ontario,42.95008,-82.11651,2348,P,PPL
colchester-on,Colchester,Colchester,ON,Ontario,41.98339,-82.93314,2334,P,PPL
coxheath-ns,Coxheath,Coxheath,NS,Nova Scotia,46.11684,-60.23175,2333,P,PPL
forestville-qc,Forestville,Forestville,QC,Quebec,48.73808,-69.08478,2333,P,PPL
fundy-heights-nb,Fundy Heights,Fundy Heights,NB,New Brunswick,45.25171,-66.07227,2331,P,PPL
river-springs-bc,River Springs,River Springs,BC,British Columbia,49.28333,-122.76667,2325,P,PPL
lillooet-bc,Lillooet,Lillooet,BC,British Columbia,50.6856,-121.942,2324,P,PPL
constance-bay-on,Constance Bay,Constance Bay,ON,Ontario,45.50011,-76.08267,2314,P,PPL
elmvale-on,Elmvale,Elmvale,ON,Ontario,44.5834,-79.86636,2314,P,PPL
lac-la-biche-ab,Lac La Biche,Lac La Biche,AB,Alberta,54.7669,-111.96861,2314,P,PPL
rosetown-sk,Rosetown,Rosetown,SK,Saskatchewan,51.5501,-108.00136,2309,P,PPL
outlook-sk,Outlook,Outlook,SK,Saskatchewan,51.48803,-107.05644,2279,P,PPL
saint-pamphile-qc,Saint-Pamphile,Saint-Pamphile,QC,Quebec,46.9578,-69.7806,2274,P,PPL
beaverlodge-ab,Beaverlodge,Beaverlodge,AB,Alberta,55.21664,-119.43605,2271,P,PPL
okanagan-falls-bc,Okanagan Falls,Okanagan Falls,BC,British Columbia,49.35,-119.56667,2266,P,PPL
grande-digue-nb,Grande-Digue,Grande-Digue,NB,New Brunswick,46.30014,-64.56546,2261,P,PPL
ilderton-on,Ilderton,Ilderton,ON,Ontario,43.07924,-81.38051,2250,P,PPL
crabtree-qc,Crabtree,Crabtree,QC,Quebec,45.96677,-73.46586,2248,P,PPL
gimli-mb,Gimli,Gimli,MB,Manitoba,50.63362,-96.99066,2246,P,PPL
senneterre-qc,Senneterre,Senneterre,QC,Quebec,48.39302,-77.23951,2239,P,PPL
burin-nl,Burin,Burin,NL,Newfoundland and Labrador,47.0829,-55.19071,2237,P,PPL
minto-nb,Minto,Minto,NB,New Brunswick,46.08483,-66.06217,2234,P,PPL
port-mcneill-bc,Port McNeill,Port McNeill,BC,British Columbia,50.59,-127.08638,2234,P,PPL
lantz-ns,Lantz,Lantz,NS,Nova Scotia,44.98345,-63.48199,2229,P,PPL
calmar-ab,Calmar,Calmar,AB,Alberta,53.26683,-113.81874,2228,P,PPL
marysville-nb,Marysville,Marysville,NB,New Brunswick,45.98341,-66.58218,2223,P,PPL
pennfield-nb,Pennfield,Pennfield,NB,New Brunswick,45.10157,-66.73896,2222,P,PPL
disraeli-qc,Disraeli,Disraeli,QC,Quebec,45.90007,-71.34907,2212,P,PPL
anmore-bc,Anmore,Anmore,BC,British Columbia,49.31637,-122.85263,2210,P,PPLA3
bridgeview-ns,Bridgeview,Bridgeview,NS,Nova Scotia,44.67125,-63.65586,2206,P,PPL
wendake-qc,Wendake,Wendake,QC,Quebec,46.86136,-71.35727,2200,P,PPL
esterhazy-sk,Esterhazy,Esterhazy,SK,Saskatchewan,50.65001,-102.08426,2194,P,PPL
logan-lake-bc,Logan Lake,Logan Lake,BC,British Columbia,50.49225,-120.8149,2190,P,PPL
thornhill-ns,Thornhill,Thornhill,NS,Nova Scotia,44.60347,-63.61147,2188,P,PPL
nanton-ab,Nanton,Nanton,AB,Alberta,50.35008,-113.76866,2181,P,PPL
upper-miramichi-nb,Upper Miramichi,Upper Miramichi,NB,New Brunswick,46.46603,-66.41116,2175,P,PPL
saint-come-liniere-qc,Saint-Côme--Linière,Saint-Come--Liniere,QC,Quebec,46.06677,-70.51573,2167,P,PPL
bella-coola-bc,Bella Coola,Bella Coola,BC,British Columbia,52.37183,-126.7539,2163,P,PPL
little-current-on,Little Current,Little Current,ON,Ontario,45.97927,-81.9248,2156,P,PPL
port-stanley-on,Port Stanley,Port Stanley,ON,Ontario,42.66679,-81.21644,2148,P,PPL
causapscal-qc,Causapscal,Causapscal,QC,Quebec,48.36401,-67.23255,2147,P,PPL
wabana-nl,Wabana,Wabana,NL,Newfoundland and Labrador,47.63319,-52.94806,2146,P,PPL
saint-quentin-nb,Saint-Quentin,Saint-Quentin,NB,New Brunswick,47.51326,-67.39288,2141,P,PPL
pilot-butte-sk,Pilot Butte,Pilot Butte,SK,Saskatchewan,50.48011,-104.41911,2137,P,PPL
sunny-brae-nb,Sunny Brae,Sunny Brae,NB,New Brunswick,46.10352,-64.7768,2135,P,PPL
puvirnituq-qc,Puvirnituq,Puvirnituq,QC,Quebec,60.03566,-77.27406,2129,P,PPL
glencoe-on,Glencoe,Glencoe,ON,Ontario,42.75009,-81.71648,2126,P,PPL
metabetchouan-qc,Métabetchouan,Metabetchouan,QC,Quebec,48.36679,-72.01583,2123,P,PPL
maple-creek-sk,Maple Creek,Maple Creek,SK,Saskatchewan,49.90628,-109.48094,2121,P,PPL
twillingate-nl,Twillingate,Twillingate,NL,Newfoundland and Labrador,49.64992,-54.76486,2121,P,PPL
fogo-island-nl,Fogo Island,Fogo Island,NL,Newfoundland and Labrador,49.71649,-54.16981,2117,P,PPL
ferme-neuve-qc,Ferme-Neuve,Ferme-Neuve,QC,Quebec,46.70011,-75.44929,2115,P,PPL
beechville-ns,Beechville,Beechville,NS,Nova Scotia,44.63619,-63.68205,2100,P,PPL
magrath-ab,Magrath,Magrath,AB,Alberta,49.41668,-112.86856,2095,P,PPL
pemberton-heights-bc,Pemberton Heights,Pemberton Heights,BC,British Columbia,49.33056,-123.10833,2090,P,PPL
provost-ab,Provost,Provost,AB,Alberta,52.35014,-110.26828,2082,P,PPL
springdale-nl,Springdale,Springdale,NL,Newfoundland and Labrador,49.49995,-56.06492,2080,P,PPL
strait-shores-nb,Strait Shores,Strait Shores,NB,New Brunswick,46.08969,-64.07635,2077,P,PPL
heritage-pointe-ab,Heritage Pointe,Heritage Pointe,AB,Alberta,50.84213,-114.00493,2075,P,PPL
saltair-bc,Saltair,Saltair,BC,British Columbia,48.94963,-123.76939,2069,P,PPL
biggar-sk,Biggar,Biggar,SK,Saskatchewan,52.05978,-107.98844,2068,P,PPL
ucluelet-bc,Ucluelet,Ucluelet,BC,British Columbia,48.94153,-125.54635,2066,P,PPL
lumby-bc,Lumby,Lumby,BC,British Columbia,50.24979,-118.96904,2063,P,PPL
pouch-cove-nl,Pouch Cove,Pouch Cove,NL,Newfoundland and Labrador,47.76659,-52.76474,2063,P,PPL
baker-lake-nu,Baker Lake,Baker Lake,NU,Nunavut,64.32009,-96.02123,2061,P,PPLL
saint-fulgence-qc,Saint-Fulgence,Saint-Fulgence,QC,Quebec,48.45008,-70.89905,2061,P,PPL
canora-sk,Canora,Canora,SK,Saskatchewan,51.63328,-102.43425,2055,P,PPL
shad-bay-ns,Shad Bay,Shad Bay,NS,Nova Scotia,44.52293,-63.78745,2053,P,PPL
fundy-shores-nb,Fundy Shores,Fundy Shores,NB,New Brunswick,45.16663,-66.39178,2050,P,PPL
igloolik-nu,Igloolik,Igloolik,NU,Nunavut,69.37771,-81.79991,2049,P,PPLL
st-anthony-nl,St. Anthony,St. Anthony,NL,Newfoundland and Labrador,51.37039,-55.59743,2049,P,PPL
limoges-on,Limoges,Limoges,ON,Ontario,45.3334,-75.24931,2048,P,PPL
saint-andrews-nb,Saint Andrews,Saint Andrews,NB,New Brunswick,45.0737,-67.05312,2048,P,PPL
new-wes-valley-nl,New-Wes-Valley,New-Wes-Valley,NL,Newfoundland and Labrador,49.14988,-53.56475,2044,P,PPL
mandeville-qc,Mandeville,Mandeville,QC,Quebec,46.36677,-73.34915,2043,P,PPL
sainte-anne-de-la-perade-qc,Sainte-Anne-de-la-Pérade,Sainte-Anne-de-la-Perade,QC,Quebec,46.58335,-72.1991,2031,P,PPL
stirling-on,Stirling,Stirling,ON,Ontario,44.30012,-77.54948,2030,P,PPL
montague-pe,Montague,Montague,PE,Prince Edward Island,46.16681,-62.64866,2027,P,PPL
bow-island-ab,Bow Island,Bow Island,AB,Alberta,49.86676,-111.36843,2025,P,PPL
cross-lake-19a-mb,Cross Lake 19A,Cross Lake 19A,MB,Manitoba,54.65135,-97.76848,2018,P,PPL
saint-esprit-qc,Saint-Esprit,Saint-Esprit,QC,Quebec,45.90007,-73.66587,2011,P,PPL
digby-ns,Digby,Digby,NS,Nova Scotia,44.62188,-65.7586,2001,P,PPL
big-eddy-bc,Big Eddy,Big Eddy,BC,British Columbia,51.0,-118.21667,2000,P,PPL
chute-aux-outardes-qc,Chute-aux-Outardes,Chute-aux-Outardes,QC,Quebec,49.11679,-68.39896,2000,P,PPL
fossambault-sur-le-lac-qc,Fossambault-sur-le-Lac,Fossambault-sur-le-Lac,QC,Quebec,46.87662,-71.61541,2000,P,PPL
wakefield-qc,Wakefield,Wakefield,QC,Quebec,45.6668,-75.83265,2000,P,PPL
miramichi-river-valley-nb,Miramichi River Valley,Miramichi River Valley,NB,New Brunswick,46.61496,-65.90167,1996,P,PPL
wiarton-on,Wiarton,Wiarton,ON,Ontario,44.74186,-81.13961,1996,P,PPL
mattawa-on,Mattawa,Mattawa,ON,Ontario,46.31681,-78.69957,1993,P,PPL
kedgwick-nb,Kedgwick,Kedgwick,NB,New Brunswick,47.64457,-67.34344,1986,P,PPL
neebing-on,Neebing,Neebing,ON,Ontario,48.1668,-89.41683,1986,P,PPL
100-mile-house-bc,100 Mile House,100 Mile House,BC,British Columbia,51.64982,-121.28594,1980,P,PPL
gambo-nl,Gambo,Gambo,NL,Newfoundland and Labrador,48.7832,-54.21482,1978,P,PPL
fort-qu-appelle-sk,Fort Qu'Appelle,Fort Qu'Appelle,SK,Saskatchewan,50.76677,-103.80103,1972,P,PPL
caplan-qc,Caplan,Caplan,QC,Quebec,48.10257,-65.68434,1966,P,PPL
matagami-qc,Matagami,Matagami,QC,Quebec,49.76326,-77.62735,1966,P,PPL
wabush-nl,Wabush,Wabush,NL,Newfoundland and Labrador,52.90015,-66.86541,1964,P,PPL
st-jacobs-on,St. Jacobs,St. Jacobs,ON,Ontario,43.53162,-80.55725,1960,P,PPL
sainte-madeleine-qc,Sainte-Madeleine,Sainte-Madeleine,QC,Quebec,45.60008,-73.09914,1959,P,PPL
petit-rocher-nb,Petit-Rocher,Petit-Rocher,NB,New Brunswick,47.78271,-65.71747,1954,P,PPL
dominion-ns,Dominion,Dominion,NS,Nova Scotia,46.21684,-60.01515,1953,P,PPL
oxford-house-mb,Oxford House,Oxford House,MB,Manitoba,54.94853,-95.26598,1950,P,PPL
roberts-creek-bc,Roberts Creek,Roberts Creek,BC,British Columbia,49.42359,-123.64778,1949,P,PPL
glovertown-nl,Glovertown,Glovertown,NL,Newfoundland and Labrador,48.68321,-54.03141,1948,P,PPL
chapleau-on,Chapleau,Chapleau,ON,Ontario,47.84053,-83.4034,1942,P,PPL
pelican-narrows-sk,Pelican Narrows,Pelican Narrows,SK,Saskatchewan,55.16685,-102.9341,1942,P,PPL
vallee-jonction-qc,Vallée-Jonction,Vallee-Jonction,QC,Quebec,46.37441,-70.91881,1940,P,PPL
cacouna-qc,Cacouna,Cacouna,QC,Quebec,47.91657,-69.50054,1939,P,PPL
saint-elie-de-caxton-qc,Saint-Élie-de-Caxton,Saint-Elie-de-Caxton,QC,Quebec,46.48336,-72.96584,1934,P,PPL
manners-sutton-nb,Manners Sutton,Manners Sutton,NB,New Brunswick,45.68885,-67.03985,1920,P,PPL
vulcan-ab,Vulcan,Vulcan,AB,Alberta,50.40008,-113.25189,1917,P,PPL
morris-mb,Morris,Morris,MB,Manitoba,49.35499,-97.36567,1916,P,PPL
fenelon-falls-on,Fenelon Falls,Fenelon Falls,ON,Ontario,44.53342,-78.74957,1915,P,PPL
tofield-ab,Tofield,Tofield,AB,Alberta,53.36684,-112.66862,1911,P,PPL
estey-s-bridge-nb,Estey's Bridge,Estey's Bridge,NB,New Brunswick,46.035,-66.714,1908,P,PPL
harrison-hot-springs-bc,Harrison Hot Springs,Harrison Hot Springs,BC,British Columbia,49.29969,-121.78586,1905,P,PPL
millet-ab,Millet,Millet,AB,Alberta,53.09415,-113.47056,1905,P,PPL
swan-hills-ab,Swan Hills,Swan Hills,AB,Alberta,54.71681,-115.40226,1900,P,PPL
harbour-breton-nl,Harbour Breton,Harbour Breton,NL,Newfoundland and Labrador,47.48325,-55.79833,1898,P,PPL
kamsack-sk,Kamsack,Kamsack,SK,Saskatchewan,51.56668,-101.90093,1898,P,PPL
deseronto-on,Deseronto,Deseronto,ON,Ontario,44.20012,-77.04944,1897,P,PPL
rockcliffe-park-on,Rockcliffe Park,Rockcliffe Park,ON,Ontario,45.4501,-75.68264,1888,P,PPL
sacre-coeur-qc,Sacré-Coeur,Sacre-Coeur,QC,Quebec,48.2297,-69.80061,1881,P,PPL
saint-mathieu-qc,Saint-Mathieu,Saint-Mathieu,QC,Quebec,45.31678,-73.51587,1879,P,PPL
walpole-island-on,Walpole Island,Walpole Island,ON,Ontario,42.6152,-82.51398,1878,P,PPLL
souris-mb,Souris,Souris,MB,Manitoba,49.6172,-100.2612,1876,P,PPL
middleton-ns,Middleton,Middleton,NS,Nova Scotia,44.94284,-65.07022,1873,P,PPL
watrous-sk,Watrous,Watrous,SK,Saskatchewan,51.66677,-105.46788,1865,P,PPL
greendale-nb,Greendale,Greendale,NB,New Brunswick,45.2532,-66.10327,1863,P,PPL
valleyview-ab,Valleyview,Valleyview,AB,Alberta,55.06673,-117.28585,1863,P,PPL
saint-gedeon-qc,Saint-Gédéon,Saint-Gedeon,QC,Quebec,48.50009,-71.76581,1859,P,PPL
temiscaming-qc,Témiscaming,Temiscaming,QC,Quebec,46.72122,-79.09712,1854,P,PPL
sainte-beatrix-qc,Sainte-Béatrix,Sainte-Beatrix,QC,Quebec,46.20007,-73.61587,1849,P,PPL
eel-river-crossing-nb,Eel River Crossing,Eel River Crossing,NB,New Brunswick,48.0159,-66.422,1844,P,PPL
kippens-nl,Kippens,Kippens,NL,Newfoundland and Labrador,48.55001,-58.6318,1842,P,PPL
upper-hammonds-plains-ns,Upper Hammonds Plains,Upper Hammonds Plains,NS,Nova Scotia,44.75448,-63.84165,1840,P,PPL
waskaganish-qc,Waskaganish,Waskaganish,QC,Quebec,51.48333,-78.75,1839,P,PPL
east-broughton-qc,East Broughton,East Broughton,QC,Quebec,46.21358,-71.07674,1832,P,PPL
chapais-qc,Chapais,Chapais,QC,Quebec,49.78344,-74.84919,1824,P,PPL
lumsden-sk,Lumsden,Lumsden,SK,Saskatchewan,50.65009,-104.86783,1824,P,PPL
inukjuak-qc,Inukjuak,Inukjuak,QC,Quebec,58.45468,-78.10139,1821,P,PPL
maugerville-nb,Maugerville,Maugerville,NB,New Brunswick,45.87165,-66.44528,1808,P,PPL
moose-factory-on,Moose Factory,Moose Factory,ON,Ontario,51.26689,-80.61624,1807,P,PPL
saint-narcisse-qc,Saint-Narcisse,Saint-Narcisse,QC,Quebec,46.56395,-72.47051,1801,P,PPL
harriston-on,Harriston,Harriston,ON,Ontario,43.91199,-80.87199,1797,P,PPL
st-andre-nb,St-André,St-Andre,NB,New Brunswick,47.10103,-67.7592,1794,P,PPL
keremeos-bc,Keremeos,Keremeos,BC,British Columbia,49.19975,-119.8357,1791,P,PPL
sicamous-bc,Sicamous,Sicamous,BC,British Columbia,50.83312,-118.98565,1786,P,PPL
saint-placide-qc,Saint-Placide,Saint-Placide,QC,Quebec,45.53338,-74.19923,1784,P,PPL
burns-lake-bc,Burns Lake,Burns Lake,BC,British Columbia,54.22972,-125.76084,1779,P,PPL
metcalfe-on,Metcalfe,Metcalfe,ON,Ontario,45.2334,-75.46603,1776,P,PPL
saint-liboire-qc,Saint-Liboire,Saint-Liboire,QC,Quebec,45.65068,-72.76348,1775,P,PPL
lamont-ab,Lamont,Lamont,AB,Alberta,53.76686,-112.80195,1774,P,PPL
chambord-qc,Chambord,Chambord,QC,Quebec,48.43339,-72.06583,1773,P,PPL
louisdale-ns,Louisdale,Louisdale,NS,Nova Scotia,45.60686,-61.06636,1770,P,PPL
barriere-bc,Barrière,Barriere,BC,British Columbia,51.18308,-120.1192,1765,P,PPL
danville-qc,Danville,Danville,QC,Quebec,45.78337,-72.0158,1761,P,PPL
geraldton-on,Geraldton,Geraldton,ON,Ontario,49.72667,-86.94842,1761,P,PPL
cambridge-bay-nu,Cambridge Bay,Cambridge Bay,NU,Nunavut,69.11489,-105.05484,1760,P,PPLL
balgonie-sk,Balgonie,Balgonie,SK,Saskatchewan,50.48338,-104.26778,1756,P,PPL
warfield-bc,Warfield,Warfield,BC,British Columbia,49.09563,-117.74533,1753,P,PPL
behchoko-nt,Behchokǫ̀,Behchoko,NT,Northwest Territories,62.8025,-116.04639,1746,P,PPL
carberry-mb,Carberry,Carberry,MB,Manitoba,49.86893,-99.36021,1738,P,PPL
parkhill-on,Parkhill,Parkhill,ON,Ontario,43.15993,-81.68464,1737,P,PPL
ripon-qc,Ripon,Ripon,QC,Quebec,45.7834,-75.09929,1735,P,PPL
wynyard-sk,Wynyard,Wynyard,SK,Saskatchewan,51.76674,-104.18436,1732,P,PPL
ormstown-qc,Ormstown,Ormstown,QC,Quebec,45.13338,-73.99922,1730,P,PPL
bowser-bc,Bowser,Bowser,BC,British Columbia,49.44472,-124.6886,1729,P,PPL
flatrock-nl,Flatrock,Flatrock,NL,Newfoundland and Labrador,47.69989,-52.71475,1722,P,PPL
burnt-church-nb,Burnt Church,Burnt Church,NB,New Brunswick,47.19887,-65.13958,1715,P,PPL
sainte-perpetue-qc,Sainte-Perpétue,Sainte-Perpetue,QC,Quebec,47.06416,-69.92935,1715,P,PPL
musquodoboit-harbour-ns,Musquodoboit Harbour,Musquodoboit Harbour,NS,Nova Scotia,44.78345,-63.14867,1714,P,PPL
marion-bridge-ns,Marion Bridge,Marion Bridge,NS,Nova Scotia,45.98088,-60.21232,1711,P,PPL
popkum-bc,Popkum,Popkum,BC,British Columbia,49.20366,-121.73813,1710,P,PPL
manitouwadge-on,Manitouwadge,Manitouwadge,ON,Ontario,49.12152,-85.8403,1708,P,PPL
nakusp-bc,Nakusp,Nakusp,BC,British Columbia,50.24987,-117.80226,1706,P,PPL
sayabec-qc,Sayabec,Sayabec,QC,Quebec,48.56161,-67.68745,1706,P,PPL
saint-jean-baptiste-qc,Saint-Jean-Baptiste,Saint-Jean-Baptiste,QC,Quebec,45.3806,-74.0121,1703,P,PPL
tweed-on,Tweed,Tweed,ON,Ontario,44.47512,-77.31616,1701,P,PPL
picture-butte-ab,Picture Butte,Picture Butte,AB,Alberta,49.8833,-112.78516,1700,P,PPL
millbrook-on,Millbrook,Millbrook,ON,Ontario,44.15012,-78.44954,1695,P,PPL
neguac-nb,Neguac,Neguac,NB,New Brunswick,47.24894,-65.07408,1692,P,PPL
franklin-qc,Franklin,Franklin,QC,Quebec,45.03338,-73.91591,1688,P,PPL
belfast-pe,Belfast,Belfast,PE,Prince Edward Island,46.08341,-62.88197,1687,P,PPLL
